repo_id"user_id"created_at"ext_ref_id
1"71003"2009-02-16 11:51:54"523add98bd3543223900a1e0
91020"180841"2011-10-02 14:25:27"523a862abd3543c85701071c
91020"181973"2011-10-02 14:25:27"523a862abd3543c857010726
91020"182211"2011-10-02 14:25:27"523a862abd3543c857010725
91020"183562"2011-10-02 14:25:27"523a862abd3543c857010721
91020"212765"2011-10-02 14:25:27"523a862abd3543c85701071e
91331"21320"2010-09-15 03:20:04"52aadfdabd3543c2b2000015
91331"31570"2010-09-15 03:20:04"52aadfdabd3543c2b2000004
91331"31790"2010-09-15 03:20:04"52aadfdabd3543c2b2000017
91331"32949"2010-09-15 03:20:04"52aadfdabd3543c2b2000009
91331"74821"2010-09-15 03:20:04"52aadfdabd3543c2b200000d
91331"81288"2010-09-15 03:20:04"52aadfdabd3543c2b200000b
91331"84621"2010-09-15 03:20:04"52aadfdabd3543c2b2000006
91331"84987"2010-09-15 03:20:04"52aadfdabd3543c2b2000019
91331"100650"2010-09-15 03:20:04"52aadfdabd3543c2b200000e
91331"118188"2010-09-15 03:20:04"52aadfdabd3543c2b2000013
91331"161250"2010-09-15 03:20:04"52aadfdabd3543c2b2000002
91331"170096"2010-09-15 03:20:04"52aadfdabd3543c2b200000f
91331"170299"2010-09-15 03:20:04"52aadfdabd3543c2b2000008
91331"173043"2010-09-15 03:20:04"52aadfdabd3543c2b2000014
91331"185804"2010-09-15 03:20:04"52aadfdabd3543c2b2000007
91331"186040"2010-09-15 03:20:04"52aadfdabd3543c2b2000012
91331"186343"2010-09-15 03:20:04"52aadfdabd3543c2b200000c
91331"186837"2010-09-15 03:20:04"52aadfdabd3543c2b2000016
91331"187153"2010-09-15 03:20:04"52aadfdabd3543c2b200000a
91331"187175"2010-09-15 03:20:04"52aadfdabd3543c2b2000001
91331"187849"2010-09-15 03:20:04"52aadfdabd3543c2b2000018
91331"187976"2010-09-15 03:20:04"52aadfdabd3543c2b2000010
91331"188945"2010-09-15 03:20:04"52aadfdabd3543c2b2000005
91331"204567"2010-09-15 03:20:04"52aadfdabd3543c2b2000003
91331"313905"2010-09-15 03:20:04"52aadfdabd3543c2b2000011
95385"19308"2009-09-16 10:15:12"5238afddbd3543d137006742
95385"20866"2009-09-16 10:15:12"5238afddbd3543d137006744
95385"23154"2009-09-16 10:15:12"52aadfdcbd3543c2b9000003
95385"43434"2009-09-16 10:15:12"5238afddbd3543d137006745
95385"103685"2009-09-16 10:15:12"5238afddbd3543d137006746
95385"136347"2009-09-16 10:15:12"5238afddbd3543d13700673b
95385"164436"2009-09-16 10:15:12"52aadfdcbd3543c2b9000002
95385"170043"2009-09-16 10:15:12"5238afddbd3543d13700673d
95385"170069"2009-09-16 10:15:12"5238afddbd3543d13700674a
95385"170666"2009-09-16 10:15:12"5238afddbd3543d137006749
95385"170972"2009-09-16 10:15:12"5238afddbd3543d13700674e
95385"171293"2009-09-16 10:15:12"5238afddbd3543d13700673c
95385"171398"2009-09-16 10:15:12"5238afddbd3543d13700673e
95385"171848"2009-09-16 10:15:12"5238afddbd3543d137006747
95385"172255"2009-09-16 10:15:12"5238afddbd3543d13700674d
95385"173903"2009-09-16 10:15:12"5238afddbd3543d137006741
95385"174198"2009-09-16 10:15:12"5238afddbd3543d13700673f
95385"174326"2009-09-16 10:15:12"5238afddbd3543d13700674c
95385"185881"2009-09-16 10:15:12"5238afddbd3543d137006743
95385"186501"2009-09-16 10:15:12"5238afddbd3543d137006748
95385"190306"2009-09-16 10:15:12"5238afddbd3543d137006740
95385"190314"2009-09-16 10:15:12"5238afddbd3543d13700674b
95385"197455"2009-09-16 10:15:12"5238afddbd3543d13700673a
95385"197456"2009-09-16 10:15:12"5238afddbd3543d13700674f
95385"197457"2009-09-16 10:15:12"5238afddbd3543d137006750
95385"501865"2009-09-16 10:15:12"52aadfdcbd3543c2b9000001
101472"31886"2008-08-07 10:58:22"52386406bd3543f425000745
101472"181085"2008-08-07 10:58:22"52386406bd3543f425000746
101472"192317"2008-08-07 10:58:22"52386406bd3543f425000749
101472"192337"2008-08-07 10:58:22"52386406bd3543f425000747
101472"192353"2008-08-07 10:58:22"52386406bd3543f425000748
101997"27885"2009-10-18 19:41:32"52392bbdbd3543f71f0054f9
101997"178811"2009-10-18 19:41:32"52392bbdbd3543f71f0054f7
101997"194545"2009-10-18 19:41:32"52392bbdbd3543f71f0054f8
104306"81001"2013-05-18 05:26:58"52aadfdfbd3543c2d0000001
104307"20038"2008-04-10 17:58:20"5239185bbd3543065c003c61
104307"20469"2008-04-10 17:58:20"5239185bbd3543065c003c8e
104307"31886"2008-04-10 17:58:20"5239185bbd3543065c003c7f
104307"33456"2008-04-10 17:58:20"52aadfe1bd3543c2d9000003
104307"49266"2008-04-10 17:58:20"5239185bbd3543065c003c71
104307"59585"2008-04-10 17:58:20"5239185bbd3543065c003c7e
104307"67202"2008-04-10 17:58:20"5239185bbd3543065c003c69
104307"70993"2008-04-10 17:58:20"5239185bbd3543065c003c79
104307"80352"2008-04-10 17:58:20"5239185bbd3543065c003c96
104307"80403"2008-04-10 17:58:20"5239185bbd3543065c003c73
104307"98128"2008-04-10 17:58:20"5239185bbd3543065c003c89
104307"100043"2008-04-10 17:58:20"5239185bbd3543065c003c6e
104307"102991"2008-04-10 17:58:20"5239185bbd3543065c003c82
104307"110498"2008-04-10 17:58:20"5239185bbd3543065c003c5c
104307"111443"2008-04-10 17:58:20"5239185bbd3543065c003c5e
104307"119636"2008-04-10 17:58:20"5239185bbd3543065c003c63
104307"145682"2008-04-10 17:58:20"5239185bbd3543065c003c74
104307"151619"2008-04-10 17:58:20"5239185bbd3543065c003c65
104307"151743"2008-04-10 17:58:20"52aadfe1bd3543c2d9000002
104307"153400"2008-04-10 17:58:20"5239185bbd3543065c003c92
104307"170019"2008-04-10 17:58:20"5239185bbd3543065c003c78
104307"170396"2008-04-10 17:58:20"5239185bbd3543065c003c91
104307"170478"2008-04-10 17:58:20"5239185bbd3543065c003c8a
104307"170609"2008-04-10 17:58:20"5239185bbd3543065c003c6b
104307"171991"2008-04-10 17:58:20"5239185bbd3543065c003c76
104307"172400"2008-04-10 17:58:20"5239185bbd3543065c003c8c
104307"173421"2008-04-10 17:58:20"5239185bbd3543065c003c85
104307"173514"2008-04-10 17:58:20"5239185bbd3543065c003c80
104307"174083"2008-04-10 17:58:20"5239185bbd3543065c003c95
104307"182287"2008-04-10 17:58:20"5239185bbd3543065c003c81
104307"187564"2008-04-10 17:58:20"5239185bbd3543065c003c60
104307"187968"2008-04-10 17:58:20"5239185bbd3543065c003c75
104307"196594"2008-04-10 17:58:20"5239185bbd3543065c003c8b
104307"196602"2008-04-10 17:58:20"5239185bbd3543065c003c5d
104307"196617"2008-04-10 17:58:20"5239185bbd3543065c003c7a
104307"196696"2008-04-10 17:58:20"5239185bbd3543065c003c7c
104307"196944"2008-04-10 17:58:20"5239185bbd3543065c003c67
104307"197292"2008-04-10 17:58:20"5239185bbd3543065c003c77
104307"197410"2008-04-10 17:58:20"5239185bbd3543065c003c98
104307"203199"2008-04-10 17:58:20"5239185bbd3543065c003c83
104307"206347"2008-04-10 17:58:20"5239185bbd3543065c003c59
104307"206348"2008-04-10 17:58:20"5239185bbd3543065c003c5a
104307"206349"2008-04-10 17:58:20"5239185bbd3543065c003c5b
104307"206350"2008-04-10 17:58:20"5239185bbd3543065c003c5f
104307"206351"2008-04-10 17:58:20"5239185bbd3543065c003c62
104307"206352"2008-04-10 17:58:20"5239185bbd3543065c003c64
104307"206353"2008-04-10 17:58:20"5239185bbd3543065c003c66
104307"206354"2008-04-10 17:58:20"5239185bbd3543065c003c68
104307"206355"2008-04-10 17:58:20"5239185bbd3543065c003c6a
104307"206356"2008-04-10 17:58:20"5239185bbd3543065c003c6c
104307"206357"2008-04-10 17:58:20"5239185bbd3543065c003c6d
104307"206358"2008-04-10 17:58:20"5239185bbd3543065c003c6f
104307"206359"2008-04-10 17:58:20"5239185bbd3543065c003c70
104307"206360"2008-04-10 17:58:20"5239185bbd3543065c003c72
104307"206361"2008-04-10 17:58:20"5239185bbd3543065c003c7b
104307"206362"2008-04-10 17:58:20"5239185bbd3543065c003c7d
104307"206363"2008-04-10 17:58:20"5239185bbd3543065c003c84
104307"206364"2008-04-10 17:58:20"5239185bbd3543065c003c86
104307"206365"2008-04-10 17:58:20"5239185bbd3543065c003c87
104307"206366"2008-04-10 17:58:20"5239185bbd3543065c003c88
104307"206367"2008-04-10 17:58:20"5239185bbd3543065c003c8d
104307"206368"2008-04-10 17:58:20"5239185bbd3543065c003c8f
104307"206369"2008-04-10 17:58:20"5239185bbd3543065c003c90
104307"206370"2008-04-10 17:58:20"5239185bbd3543065c003c93
104307"206371"2008-04-10 17:58:20"5239185bbd3543065c003c94
104307"206372"2008-04-10 17:58:20"5239185bbd3543065c003c97
104307"206373"2008-04-10 17:58:20"5239185bbd3543065c003c99
104307"206374"2008-04-10 17:58:20"5239185bbd3543065c003c9a
104307"312258"2008-04-10 17:58:20"52aadfe1bd3543c2d9000001
104307"358007"2008-04-10 17:58:20"52aadfe1bd3543c2d9000008
104307"414144"2008-04-10 17:58:20"52aadfe1bd3543c2d9000006
104307"418309"2008-04-10 17:58:20"52aadfe1bd3543c2d9000005
104307"507746"2008-04-10 17:58:20"52aadfe1bd3543c2d9000004
104307"507747"2008-04-10 17:58:20"52aadfe1bd3543c2d9000007
105378"95341"2008-08-23 15:02:18"52394fb1bd3543103900480f
105378"169669"2008-08-23 15:02:18"52394fb1bd35431039004810
105378"178811"2008-08-23 15:02:18"52394fb1bd35431039004812
105378"194536"2008-08-23 15:02:18"52394fb1bd35431039004811
105378"200563"2008-08-23 15:02:18"52394fb1bd35431039004815
105378"200644"2008-08-23 15:02:18"52394fb1bd35431039004814
105378"201230"2008-08-23 15:02:18"52394fb1bd35431039004813
106160"7566"2010-10-19 20:10:09"52391049bd35431a3700148b
106160"27252"2010-10-19 20:10:09"52391049bd35431a3700148e
106160"179333"2010-10-19 20:10:09"52391049bd35431a3700148f
106160"204442"2010-10-19 20:10:09"52391049bd35431a3700148a
106160"204445"2010-10-19 20:10:09"52391049bd35431a3700148d
106160"204466"2010-10-19 20:10:09"52391049bd35431a3700148c
106161"21132"2008-04-21 05:19:21"5238ff42bd35431ce3000913
106161"47063"2008-04-21 05:19:21"5238ff42bd35431ce3000911
106161"73923"2008-04-21 05:19:21"5238ff42bd35431ce3000915
106161"204497"2008-04-21 05:19:21"5238ff42bd35431ce3000914
106161"204893"2008-04-21 05:19:21"5238ff42bd35431ce3000912
107085"703"2010-04-12 01:53:45"52391f33bd354326ad000643
107085"2643"2010-04-12 01:53:45"52391f33bd354326ad0006c6
107085"6917"2010-04-12 01:53:45"52391f33bd354326ad0006b5
107085"7566"2010-04-12 01:53:45"52391f33bd354326ad0006e5
107085"7649"2010-04-12 01:53:45"52391f34bd354326ad000751
107085"7913"2010-04-12 01:53:45"52391f33bd354326ad0006f7
107085"11271"2010-04-12 01:53:45"52391f33bd354326ad000732
107085"16394"2010-04-12 01:53:45"52391f33bd354326ad000660
107085"16796"2010-04-12 01:53:45"52391f33bd354326ad00072b
107085"17951"2010-04-12 01:53:45"52391f33bd354326ad000650
107085"18027"2010-04-12 01:53:45"52391f33bd354326ad000736
107085"21162"2010-04-12 01:53:45"52391f33bd354326ad0006c9
107085"21244"2010-04-12 01:53:45"52391f33bd354326ad0006d2
107085"21292"2010-04-12 01:53:45"52391f33bd354326ad000713
107085"21563"2010-04-12 01:53:45"52391f33bd354326ad0006e9
107085"21925"2010-04-12 01:53:45"52391f33bd354326ad0006e3
107085"21942"2010-04-12 01:53:45"52391f33bd354326ad000705
107085"22848"2010-04-12 01:53:45"52391f34bd354326ad000752
107085"23869"2010-04-12 01:53:45"52391f33bd354326ad000717
107085"25140"2010-04-12 01:53:45"52391f33bd354326ad0006de
107085"26209"2010-04-12 01:53:45"52391f33bd354326ad00064b
107085"26315"2010-04-12 01:53:45"52391f33bd354326ad00066c
107085"27107"2010-04-12 01:53:45"52391f33bd354326ad00070d
107085"27115"2010-04-12 01:53:45"52391f33bd354326ad000710
107085"27252"2010-04-12 01:53:45"52391f33bd354326ad00072a
107085"28373"2010-04-12 01:53:45"52391f33bd354326ad000734
107085"28628"2010-04-12 01:53:45"52aadfe8bd3543c2f9000001
107085"29280"2010-04-12 01:53:45"52391f33bd354326ad0006a2
107085"29808"2010-04-12 01:53:45"52391f33bd354326ad000709
107085"32659"2010-04-12 01:53:45"52391f33bd354326ad00068a
107085"32776"2010-04-12 01:53:45"52391f34bd354326ad00073d
107085"34033"2010-04-12 01:53:45"52391f33bd354326ad00070e
107085"37071"2010-04-12 01:53:45"52391f33bd354326ad0006ad
107085"38669"2010-04-12 01:53:45"52391f33bd354326ad00072f
107085"42472"2010-04-12 01:53:45"52391f33bd354326ad000676
107085"47904"2010-04-12 01:53:45"52391f33bd354326ad000737
107085"50215"2010-04-12 01:53:45"52391f33bd354326ad000712
107085"50544"2010-04-12 01:53:45"52391f34bd354326ad00074e
107085"55918"2010-04-12 01:53:45"52391f33bd354326ad00071a
107085"56153"2010-04-12 01:53:45"52391f33bd354326ad00065d
107085"56884"2010-04-12 01:53:45"52391f33bd354326ad0006fa
107085"57364"2010-04-12 01:53:45"52391f33bd354326ad0006a6
107085"57379"2010-04-12 01:53:45"52391f33bd354326ad0006a9
107085"57442"2010-04-12 01:53:45"52391f33bd354326ad00072c
107085"57600"2010-04-12 01:53:45"52391f33bd354326ad000652
107085"57729"2010-04-12 01:53:45"52391f33bd354326ad00068d
107085"57757"2010-04-12 01:53:45"52391f33bd354326ad000684
107085"59317"2010-04-12 01:53:45"52391f33bd354326ad0006bd
107085"59319"2010-04-12 01:53:45"52391f33bd354326ad0006ec
107085"59803"2010-04-12 01:53:45"52391f33bd354326ad00065e
107085"67954"2010-04-12 01:53:45"52391f33bd354326ad00064e
107085"69410"2010-04-12 01:53:45"52391f33bd354326ad000719
107085"69862"2010-04-12 01:53:45"52aadfe8bd3543c2f9000002
107085"70770"2010-04-12 01:53:45"52391f33bd354326ad000689
107085"71024"2010-04-12 01:53:45"52391f33bd354326ad000699
107085"71119"2010-04-12 01:53:45"52391f33bd354326ad0006a4
107085"71361"2010-04-12 01:53:45"52391f33bd354326ad0006ca
107085"71520"2010-04-12 01:53:45"52391f33bd354326ad000696
107085"71529"2010-04-12 01:53:45"52391f33bd354326ad0006c3
107085"72517"2010-04-12 01:53:45"52391f33bd354326ad00071b
107085"73458"2010-04-12 01:53:45"52391f33bd354326ad00068b
107085"73913"2010-04-12 01:53:45"52391f33bd354326ad00064d
107085"73923"2010-04-12 01:53:45"52391f34bd354326ad000758
107085"74039"2010-04-12 01:53:45"52391f33bd354326ad00065c
107085"74483"2010-04-12 01:53:45"52391f33bd354326ad0006b9
107085"74527"2010-04-12 01:53:45"52391f34bd354326ad000742
107085"74729"2010-04-12 01:53:45"52391f33bd354326ad00066a
107085"80662"2010-04-12 01:53:45"52391f33bd354326ad0006e1
107085"81176"2010-04-12 01:53:45"52391f33bd354326ad0006f4
107085"81355"2010-04-12 01:53:45"52391f33bd354326ad0006a8
107085"82242"2010-04-12 01:53:45"52391f33bd354326ad000679
107085"82425"2010-04-12 01:53:45"52391f33bd354326ad000727
107085"89354"2010-04-12 01:53:45"52391f33bd354326ad0006d9
107085"96512"2010-04-12 01:53:45"52391f33bd354326ad00071d
107085"103208"2010-04-12 01:53:45"52391f33bd354326ad0006d3
107085"103636"2010-04-12 01:53:45"52391f33bd354326ad0006bc
107085"104135"2010-04-12 01:53:45"52391f33bd354326ad000702
107085"107143"2010-04-12 01:53:45"52391f33bd354326ad000731
107085"118528"2010-04-12 01:53:45"52391f33bd354326ad0006c4
107085"124536"2010-04-12 01:53:45"52391f33bd354326ad00067a
107085"126439"2010-04-12 01:53:45"52391f33bd354326ad0006e4
107085"126883"2010-04-12 01:53:45"52391f33bd354326ad0006b4
107085"129946"2010-04-12 01:53:45"52391f33bd354326ad000675
107085"133733"2010-04-12 01:53:45"52391f33bd354326ad000687
107085"134493"2010-04-12 01:53:45"52391f33bd354326ad00068f
107085"135114"2010-04-12 01:53:45"52391f33bd354326ad000726
107085"145686"2010-04-12 01:53:45"52391f33bd354326ad000694
107085"149987"2010-04-12 01:53:45"52391f33bd354326ad0006ed
107085"151945"2010-04-12 01:53:45"52391f33bd354326ad00068c
107085"152087"2010-04-12 01:53:45"52391f33bd354326ad0006a1
107085"152482"2010-04-12 01:53:45"52391f33bd354326ad0006ef
107085"154469"2010-04-12 01:53:45"52391f33bd354326ad00072e
107085"160641"2010-04-12 01:53:45"52391f34bd354326ad00074f
107085"166006"2010-04-12 01:53:45"52391f33bd354326ad000666
107085"166819"2010-04-12 01:53:45"52aadfe8bd3543c2f9000015
107085"169895"2010-04-12 01:53:45"52391f33bd354326ad0006f2
107085"169968"2010-04-12 01:53:45"52391f33bd354326ad00066b
107085"173191"2010-04-12 01:53:45"52391f33bd354326ad00063a
107085"174115"2010-04-12 01:53:45"52391f33bd354326ad000728
107085"174336"2010-04-12 01:53:45"52391f33bd354326ad000639
107085"174369"2010-04-12 01:53:45"52391f33bd354326ad000657
107085"176870"2010-04-12 01:53:45"52391f33bd354326ad0006c1
107085"177684"2010-04-12 01:53:45"52391f33bd354326ad000668
107085"179053"2010-04-12 01:53:45"52391f33bd354326ad000641
107085"179323"2010-04-12 01:53:45"52391f33bd354326ad000698
107085"179333"2010-04-12 01:53:45"52391f33bd354326ad00072d
107085"179462"2010-04-12 01:53:45"52391f33bd354326ad0006ac
107085"191999"2010-04-12 01:53:45"52391f33bd354326ad00071e
107085"194480"2010-04-12 01:53:45"52391f33bd354326ad0006c0
107085"196625"2010-04-12 01:53:45"52aadfe8bd3543c2f9000016
107085"198595"2010-04-12 01:53:45"52391f33bd354326ad000692
107085"203034"2010-04-12 01:53:45"52391f33bd354326ad0006ba
107085"203918"2010-04-12 01:53:45"52391f33bd354326ad00071c
107085"204442"2010-04-12 01:53:45"52391f33bd354326ad000662
107085"204443"2010-04-12 01:53:45"52391f34bd354326ad000754
107085"204447"2010-04-12 01:53:45"52391f34bd354326ad000753
107085"204452"2010-04-12 01:53:45"52391f33bd354326ad0006b8
107085"204454"2010-04-12 01:53:45"52391f33bd354326ad00063d
107085"204460"2010-04-12 01:53:45"52391f34bd354326ad00073b
107085"204464"2010-04-12 01:53:45"52391f33bd354326ad000681
107085"204465"2010-04-12 01:53:45"52391f33bd354326ad0006d0
107085"204466"2010-04-12 01:53:45"52391f33bd354326ad0006f1
107085"204470"2010-04-12 01:53:45"52391f33bd354326ad000683
107085"204477"2010-04-12 01:53:45"52391f33bd354326ad0006eb
107085"204490"2010-04-12 01:53:45"52391f33bd354326ad000663
107085"204499"2010-04-12 01:53:45"52391f34bd354326ad00073a
107085"204500"2010-04-12 01:53:45"52391f33bd354326ad0006af
107085"204508"2010-04-12 01:53:45"52391f34bd354326ad00074d
107085"204517"2010-04-12 01:53:45"52391f33bd354326ad000729
107085"204518"2010-04-12 01:53:45"52391f33bd354326ad0006cb
107085"204521"2010-04-12 01:53:45"52391f33bd354326ad0006d6
107085"204528"2010-04-12 01:53:45"52391f33bd354326ad000638
107085"204531"2010-04-12 01:53:45"52391f33bd354326ad0006f9
107085"204533"2010-04-12 01:53:45"52aadfe8bd3543c2f900000a
107085"204547"2010-04-12 01:53:45"52391f33bd354326ad000738
107085"204566"2010-04-12 01:53:45"52391f34bd354326ad000741
107085"204756"2010-04-12 01:53:45"52391f34bd354326ad00073f
107085"204869"2010-04-12 01:53:45"52391f33bd354326ad0006dc
107085"205924"2010-04-12 01:53:45"52391f33bd354326ad00067b
107085"205933"2010-04-12 01:53:45"52aadfe8bd3543c2f9000007
107085"206043"2010-04-12 01:53:45"52aadfe8bd3543c2f900000f
107085"206185"2010-04-12 01:53:45"52391f33bd354326ad00069d
107085"206193"2010-04-12 01:53:45"52391f33bd354326ad00070b
107085"206262"2010-04-12 01:53:45"52391f33bd354326ad0006c8
107085"207366"2010-04-12 01:53:45"52391f33bd354326ad000637
107085"207367"2010-04-12 01:53:45"52391f33bd354326ad00063b
107085"207368"2010-04-12 01:53:45"52391f33bd354326ad00063c
107085"207369"2010-04-12 01:53:45"52391f33bd354326ad00063e
107085"207370"2010-04-12 01:53:45"52391f33bd354326ad00063f
107085"207371"2010-04-12 01:53:45"52391f33bd354326ad000640
107085"207372"2010-04-12 01:53:45"52391f33bd354326ad000642
107085"207373"2010-04-12 01:53:45"52391f33bd354326ad000644
107085"207374"2010-04-12 01:53:45"52391f33bd354326ad000645
107085"207375"2010-04-12 01:53:45"52391f33bd354326ad000646
107085"207376"2010-04-12 01:53:45"52391f33bd354326ad000647
107085"207377"2010-04-12 01:53:45"52391f33bd354326ad000648
107085"207378"2010-04-12 01:53:45"52391f33bd354326ad000649
107085"207379"2010-04-12 01:53:45"52391f33bd354326ad00064a
107085"207380"2010-04-12 01:53:45"52391f33bd354326ad00064c
107085"207381"2010-04-12 01:53:45"52391f33bd354326ad00064f
107085"207382"2010-04-12 01:53:45"52391f33bd354326ad000651
107085"207383"2010-04-12 01:53:45"52391f33bd354326ad000653
107085"207384"2010-04-12 01:53:45"52391f33bd354326ad000654
107085"207385"2010-04-12 01:53:45"52391f33bd354326ad000655
107085"207386"2010-04-12 01:53:45"52391f33bd354326ad000656
107085"207387"2010-04-12 01:53:45"52391f33bd354326ad000658
107085"207388"2010-04-12 01:53:45"52391f33bd354326ad000659
107085"207389"2010-04-12 01:53:45"52391f33bd354326ad00065a
107085"207390"2010-04-12 01:53:45"52391f33bd354326ad00065b
107085"207391"2010-04-12 01:53:45"52391f33bd354326ad00065f
107085"207392"2010-04-12 01:53:45"52391f33bd354326ad000661
107085"207393"2010-04-12 01:53:45"52391f33bd354326ad000664
107085"207394"2010-04-12 01:53:45"52391f33bd354326ad000665
107085"207395"2010-04-12 01:53:45"52391f33bd354326ad000667
107085"207396"2010-04-12 01:53:45"52391f33bd354326ad000669
107085"207397"2010-04-12 01:53:45"52391f33bd354326ad00066d
107085"207398"2010-04-12 01:53:45"52391f33bd354326ad00066e
107085"207399"2010-04-12 01:53:45"52391f33bd354326ad00066f
107085"207400"2010-04-12 01:53:45"52391f33bd354326ad000670
107085"207401"2010-04-12 01:53:45"52391f33bd354326ad000671
107085"207402"2010-04-12 01:53:45"52391f33bd354326ad000672
107085"207403"2010-04-12 01:53:45"52391f33bd354326ad000673
107085"207404"2010-04-12 01:53:45"52391f33bd354326ad000674
107085"207405"2010-04-12 01:53:45"52391f33bd354326ad000677
107085"207406"2010-04-12 01:53:45"52391f33bd354326ad000678
107085"207407"2010-04-12 01:53:45"52391f33bd354326ad00067c
107085"207408"2010-04-12 01:53:45"52391f33bd354326ad00067d
107085"207409"2010-04-12 01:53:45"52391f33bd354326ad00067e
107085"207410"2010-04-12 01:53:45"52391f33bd354326ad00067f
107085"207411"2010-04-12 01:53:45"52391f33bd354326ad000680
107085"207412"2010-04-12 01:53:45"52391f33bd354326ad000682
107085"207413"2010-04-12 01:53:45"52391f33bd354326ad000685
107085"207414"2010-04-12 01:53:45"52391f33bd354326ad000686
107085"207415"2010-04-12 01:53:45"52391f33bd354326ad000688
107085"207416"2010-04-12 01:53:45"52391f33bd354326ad00068e
107085"207417"2010-04-12 01:53:45"52391f33bd354326ad000690
107085"207418"2010-04-12 01:53:45"52391f33bd354326ad000691
107085"207419"2010-04-12 01:53:45"52391f33bd354326ad000693
107085"207420"2010-04-12 01:53:45"52391f33bd354326ad000695
107085"207421"2010-04-12 01:53:45"52391f33bd354326ad000697
107085"207422"2010-04-12 01:53:45"52391f33bd354326ad00069a
107085"207423"2010-04-12 01:53:45"52391f33bd354326ad00069b
107085"207424"2010-04-12 01:53:45"52391f33bd354326ad00069c
107085"207425"2010-04-12 01:53:45"52391f33bd354326ad00069e
107085"207426"2010-04-12 01:53:45"52391f33bd354326ad00069f
107085"207427"2010-04-12 01:53:45"52391f33bd354326ad0006a0
107085"207428"2010-04-12 01:53:45"52391f33bd354326ad0006a3
107085"207429"2010-04-12 01:53:45"52391f33bd354326ad0006a5
107085"207430"2010-04-12 01:53:45"52391f33bd354326ad0006a7
107085"207431"2010-04-12 01:53:45"52391f33bd354326ad0006aa
107085"207432"2010-04-12 01:53:45"52391f33bd354326ad0006ab
107085"207433"2010-04-12 01:53:45"52391f33bd354326ad0006ae
107085"207434"2010-04-12 01:53:45"52391f33bd354326ad0006b0
107085"207435"2010-04-12 01:53:45"52391f33bd354326ad0006b1
107085"207436"2010-04-12 01:53:45"52391f33bd354326ad0006b2
107085"207437"2010-04-12 01:53:45"52391f33bd354326ad0006b3
107085"207438"2010-04-12 01:53:45"52391f33bd354326ad0006b6
107085"207439"2010-04-12 01:53:45"52391f33bd354326ad0006b7
107085"207440"2010-04-12 01:53:45"52391f33bd354326ad0006bb
107085"207441"2010-04-12 01:53:45"52391f33bd354326ad0006be
107085"207442"2010-04-12 01:53:45"52391f33bd354326ad0006bf
107085"207443"2010-04-12 01:53:45"52391f33bd354326ad0006c2
107085"207444"2010-04-12 01:53:45"52391f33bd354326ad0006c5
107085"207445"2010-04-12 01:53:45"52391f33bd354326ad0006c7
107085"207446"2010-04-12 01:53:45"52391f33bd354326ad0006cc
107085"207447"2010-04-12 01:53:45"52391f33bd354326ad0006cd
107085"207448"2010-04-12 01:53:45"52391f33bd354326ad0006ce
107085"207449"2010-04-12 01:53:45"52391f33bd354326ad0006cf
107085"207450"2010-04-12 01:53:45"52391f33bd354326ad0006d1
107085"207451"2010-04-12 01:53:45"52391f33bd354326ad0006d4
107085"207452"2010-04-12 01:53:45"52391f33bd354326ad0006d5
107085"207453"2010-04-12 01:53:45"52391f33bd354326ad0006d7
107085"207454"2010-04-12 01:53:45"52391f33bd354326ad0006d8
107085"207455"2010-04-12 01:53:45"52391f33bd354326ad0006da
107085"207456"2010-04-12 01:53:45"52391f33bd354326ad0006db
107085"207457"2010-04-12 01:53:45"52391f33bd354326ad0006dd
107085"207458"2010-04-12 01:53:45"52391f33bd354326ad0006df
107085"207459"2010-04-12 01:53:45"52391f33bd354326ad0006e0
107085"207460"2010-04-12 01:53:45"52391f33bd354326ad0006e2
107085"207461"2010-04-12 01:53:45"52391f33bd354326ad0006e6
107085"207462"2010-04-12 01:53:45"52391f33bd354326ad0006e7
107085"207464"2010-04-12 01:53:45"52391f33bd354326ad0006e8
107085"207465"2010-04-12 01:53:45"52391f33bd354326ad0006ea
107085"207466"2010-04-12 01:53:45"52391f33bd354326ad0006ee
107085"207467"2010-04-12 01:53:45"52391f33bd354326ad0006f0
107085"207468"2010-04-12 01:53:45"52391f33bd354326ad0006f3
107085"207469"2010-04-12 01:53:45"52391f33bd354326ad0006f5
107085"207471"2010-04-12 01:53:45"52391f33bd354326ad0006f6
107085"207472"2010-04-12 01:53:45"52391f33bd354326ad0006f8
107085"207473"2010-04-12 01:53:45"52391f33bd354326ad0006fb
107085"207474"2010-04-12 01:53:45"52391f33bd354326ad0006fc
107085"207475"2010-04-12 01:53:45"52391f33bd354326ad0006fd
107085"207476"2010-04-12 01:53:45"52391f33bd354326ad0006fe
107085"207477"2010-04-12 01:53:45"52391f33bd354326ad0006ff
107085"207478"2010-04-12 01:53:45"52391f33bd354326ad000700
107085"207479"2010-04-12 01:53:45"52391f33bd354326ad000701
107085"207480"2010-04-12 01:53:45"52391f33bd354326ad000703
107085"207481"2010-04-12 01:53:45"52391f33bd354326ad000704
107085"207482"2010-04-12 01:53:45"52391f33bd354326ad000706
107085"207483"2010-04-12 01:53:45"52391f33bd354326ad000707
107085"207484"2010-04-12 01:53:45"52391f33bd354326ad000708
107085"207485"2010-04-12 01:53:45"52391f33bd354326ad00070a
